file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,delE_hf,delE_dft
BENR_red_0_cutoff_7.5.inp.out,199.57301333106074,-0.3450,0.0614,46.0725,52.0,-1307.4697763196,63.30661852819482,4.24212027829635,-5492.1101614221,0.3381548507995831
BENR_red_100_cutoff_7.5.inp.out,201.7675835121232,-0.3457,0.0649,24.9172,53.0,-1307.8491392181,-84.03170630494802,-94.14012203472615,-5568.6109441042,0.33818462369981717
BENR_red_101_cutoff_7.5.inp.out,201.82472252240925,-0.3471,0.0670,27.5241,53.0,-1307.8478763082,-138.91704567187102,-240.9334872499757,-5568.5646696027,0.33776655650035536
BENR_red_102_cutoff_7.5.inp.out,201.50686640162655,-0.3779,0.0512,25.9090,51.0,-1308.2725436822,-179.87146341242217,-111.792879789614,-5416.9211929809,0.36934388460031187
BENR_red_103_cutoff_7.5.inp.out,200.41107122362075,-0.3265,0.0655,33.7371,51.0,-1308.0937096446,52.12055678468514,99.63267987463202,-5416.7791643108,0.3208252632002768
BENR_red_104_cutoff_7.5.inp.out,201.20686470811518,-0.3611,0.0594,26.9231,55.0,-1307.3108138325,-103.6867672528745,58.33259493588054,-5720.0992412076,0.35457246619989746
BENR_red_105_cutoff_7.5.inp.out,201.00518467288776,-0.3295,0.0686,22.9956,52.0,-1307.2973304127,-155.26159515636553,-29.549004634841413,-5491.9795109739,0.3242171515994414
BENR_red_106_cutoff_7.5.inp.out,201.93832153694436,-0.3277,0.0690,27.8397,51.0,-1308.0949746625,-93.69347705672625,-31.497210930599692,-5416.8522983384,0.321516445999805
BENR_red_107_cutoff_7.5.inp.out,200.99638919911195,-0.3223,0.0802,29.4865,50.0,-1308.4136734860,-55.312041195562344,-55.17508453279047,-5341.0908319185,0.31707424849992094
BENR_red_108_cutoff_7.5.inp.out,201.5354687328706,-0.3237,0.0690,33.8624,52.0,-1307.6513755159,-127.54698320100526,-96.30419105219913,-5492.387914472,0.3176201021005909
BENR_red_109_cutoff_7.5.inp.out,201.89653539040043,-0.3068,0.0786,25.9022,49.0,-1309.0924658971,-74.58909672649915,-76.79793193509964,-5265.7653971359,0.3028176497000459
BENR_red_10_cutoff_7.5.inp.out,205.36399997959637,-0.3402,0.0728,33.5776,44.0,-1310.7122180204,92.47779099197774,56.17385342611209,-4887.0393805675,0.3343064021992177
BENR_red_110_cutoff_7.5.inp.out,201.91405700872969,-0.3356,0.0715,23.2623,49.0,-1308.8215510081,-84.0418980380354,-53.76066133147427,-5265.39002138,0.32802877759968396
BENR_red_111_cutoff_7.5.inp.out,203.01463010432775,-0.3294,0.0801,25.2195,53.0,-1307.5443040706,58.47513184507976,-33.9969000838595,-5568.2997184482,0.32060678630023176
BENR_red_112_cutoff_7.5.inp.out,202.2589408322996,-0.3495,0.0792,21.4224,55.0,-1306.7751044385,-37.117072681587594,-27.48570035083682,-5719.6189108628,0.3404610548996061
BENR_red_113_cutoff_7.5.inp.out,202.4720663653157,-0.3270,0.0791,12.7900,55.0,-1306.9847805439,-12.499666055204537,-9.993747977722968,-5719.8149958619,0.3210711548999825
BENR_red_114_cutoff_7.5.inp.out,200.80446682354312,-0.3092,0.0979,20.3152,55.0,-1306.6859346736,67.88870769642331,-24.116754324725303,-5719.5066331603,0.3031986580999728
BENR_red_115_cutoff_7.5.inp.out,200.79385094751578,-0.3345,0.0780,18.8256,50.0,-1308.5002455041,-40.370611901949935,3.1753103713731576,-5341.166194248,0.3272252226006458
BENR_red_116_cutoff_7.5.inp.out,200.66412657038657,-0.3080,0.1053,30.0557,50.0,-1308.4339160469,281.08146312228394,51.46459021770537,-5341.060487366,0.3026682200998039
BENR_red_117_cutoff_7.5.inp.out,199.84809511027103,-0.3321,0.0857,37.3589,52.0,-1307.7114429698,-10.521733062553064,73.97411767918767,-5492.4155219914,0.3249189669995758
BENR_red_118_cutoff_7.5.inp.out,199.63852327512498,-0.3401,0.0709,37.7807,49.0,-1309.0454997695,19.53706093447358,-35.4427201303874,-5265.5987619522,0.3343321055999695
BENR_red_119_cutoff_7.5.inp.out,199.68057700413047,-0.3486,0.0609,29.2626,45.0,-1310.1781022691,-30.227822787740944,-13.899785664933397,-4962.5431146988,0.34370788100022764
BENR_red_11_cutoff_7.5.inp.out,205.07203884752056,-0.3625,0.0532,23.5175,46.0,-1309.5775653856,23.119818493488435,105.69576214992138,-5038.0173858682,0.3556442049002726
BENR_red_120_cutoff_7.5.inp.out,201.41218910456317,-0.3232,0.0786,27.5004,49.0,-1309.1822259987,132.25323446239918,-138.4941230321107,-5265.6988645794,0.3175304756996411
BENR_red_121_cutoff_7.5.inp.out,200.78659212520893,-0.3232,0.0786,25.4483,53.0,-1307.3355037806,359.95661243635095,27.261913128545366,-5567.9913739779,0.3189164184996116
BENR_red_122_cutoff_7.5.inp.out,201.16343169236976,-0.3404,0.0682,30.3459,47.0,-1309.4493885968,-41.28277472808199,-55.6706692092636,-5113.9554774202,0.33563258979938837
BENR_red_123_cutoff_7.5.inp.out,201.17049727726646,-0.3479,0.0703,16.6262,51.0,-1308.0087444232,-17.877480614420097,5.820136277298095,-5416.564068972,0.34007697899960476
BENR_red_124_cutoff_7.5.inp.out,202.47217560613822,-0.3251,0.0755,19.2094,54.0,-1306.7495760196,179.59825319031202,-69.62625047305765,-5643.4387888959,0.32001689469962
BENR_red_125_cutoff_7.5.inp.out,202.02264540992218,-0.3430,0.0632,15.7852,57.0,-1305.6397111699,-33.741394622870494,-61.8622177361101,-5870.4744349182,0.3364654923998387
BENR_red_126_cutoff_7.5.inp.out,202.0990574869129,-0.3396,0.0726,18.8075,54.0,-1307.1996577809,97.05165951229115,-38.72783820532919,-5643.8888028639,0.33295008650020463
BENR_red_127_cutoff_7.5.inp.out,202.1806853385485,-0.3552,0.0784,22.2043,50.0,-1308.3557015017,-56.97114002987041,-6.579378987656825,-5340.9790701994,0.34766495429994393
BENR_red_128_cutoff_7.5.inp.out,202.34719154497915,-0.3585,0.0636,15.9141,54.0,-1306.8794655600,-163.0486360881273,-61.121604281679765,-5643.66742769,0.3495995001994743
BENR_red_129_cutoff_7.5.inp.out,202.4556384724149,-0.3433,0.0737,19.4409,53.0,-1307.3818773622,-89.33005302566492,-0.5370030459451145,-5568.072485583,0.33690258269962214
BENR_red_12_cutoff_7.5.inp.out,204.6068504119644,-0.3361,0.0712,23.7917,49.0,-1308.8536976042,413.6474283477333,118.69195133221679,-5265.3713043138,0.33177442560008785
BENR_red_130_cutoff_7.5.inp.out,199.66921868806423,-0.3447,0.0619,46.1437,52.0,-1307.4720560091,63.868378539429024,3.865326097236719,-5492.1138003148,0.33791801600000326
BENR_red_131_cutoff_7.5.inp.out,199.827348089201,-0.3499,0.0584,44.8605,53.0,-1307.1996506964,-361.6664273336123,47.66083161741682,-5567.8532173523,0.34575265779949405
BENR_red_132_cutoff_7.5.inp.out,199.31352291282866,-0.3481,0.0560,34.6298,51.0,-1307.9308611619,-14.673676099479687,42.7155132684865,-5416.5424261411,0.34242970529976446
BENR_red_133_cutoff_7.5.inp.out,200.47231017396996,-0.3370,0.0656,47.5484,50.0,-1307.7500446932,-12.549201290913386,80.09249820978039,-5340.3973689002,0.3332546835999892
BENR_red_134_cutoff_7.5.inp.out,201.18790738034673,-0.3261,0.0660,41.8507,52.0,-1307.7813251299,270.31781605303036,170.622871618628,-5492.4954555594,0.32261720080077794
BENR_red_135_cutoff_7.5.inp.out,200.17369453448424,-0.3385,0.0843,40.3536,51.0,-1308.1684151240,-43.276443101554996,-21.295981336492346,-5416.8391421695,0.32998277509977925
BENR_red_136_cutoff_7.5.inp.out,201.20933348503732,-0.3172,0.0757,44.4157,53.0,-1307.0580156523,181.70715531165686,8.711973838100594,-5567.7810442359,0.31123806499999773
BENR_red_137_cutoff_7.5.inp.out,201.38528489015138,-0.3444,0.0626,45.1898,52.0,-1307.6880508779,-10.603498928687689,-50.35859617797812,-5492.3928831856,0.33702156500021374
BENR_red_138_cutoff_7.5.inp.out,201.25273572437402,-0.3246,0.0643,45.5578,52.0,-1307.6332716729,66.7858571114747,-6.031457070560197,-5492.2909525772,0.31689564579937723
BENR_red_139_cutoff_7.5.inp.out,202.20402197977023,-0.3207,0.0803,47.1755,58.0,-1305.2507610762,14.00887527877394,-0.7282291031269628,-5946.1869373501,0.3148086964001777
BENR_red_13_cutoff_7.5.inp.out,202.84283269647594,-0.3258,0.0849,29.1254,48.0,-1309.2870890005,236.99509440045009,82.28931533096629,-5189.8172139889,0.3191248105995328
BENR_red_140_cutoff_7.5.inp.out,201.45060266342196,-0.3044,0.0979,41.7695,57.0,-1305.7676174594,54.08268948452964,41.345760671183164,-5870.6384199636,0.2972329329995773
BENR_red_141_cutoff_7.5.inp.out,202.60860688815018,-0.3372,0.0799,35.2980,54.0,-1306.3329156429,24.539806325444275,5.194893693069809,-5643.0509579092,0.3289607517999684
BENR_red_142_cutoff_7.5.inp.out,203.78127268804002,-0.3149,0.0831,34.0993,57.0,-1305.6837384680,-39.85387213969717,-37.73989887616205,-5870.5704741647,0.3103478549001011
BENR_red_143_cutoff_7.5.inp.out,202.63126627309322,-0.3233,0.0826,40.4786,58.0,-1305.6833504495,273.26078825977,20.215815418089463,-5946.5290192292,0.3167257357008566
BENR_red_144_cutoff_7.5.inp.out,203.54849785125765,-0.3166,0.0968,30.1909,57.0,-1305.7474816660,262.2602696795329,-0.02100311121892684,-5870.5126062873,0.30831433169987577
BENR_red_145_cutoff_7.5.inp.out,203.40199976905907,-0.3461,0.0728,36.3381,55.0,-1306.3970631930,31.016693440651014,-2.694354258610934,-5719.1460277106,0.3389609012001529
BENR_red_146_cutoff_7.5.inp.out,202.3799284709551,-0.3228,0.0923,41.4927,54.0,-1306.6095951384,63.1471541076721,-50.62747986144755,-5643.3762823147,0.31366817229991284
BENR_red_147_cutoff_7.5.inp.out,201.83203889969087,-0.3647,0.0648,44.1523,57.0,-1305.9537820246,27.02323114055914,-13.334238295888525,-5870.7929066261,0.35622080439952697
BENR_red_148_cutoff_7.5.inp.out,201.26513709350277,-0.3376,0.0703,45.8965,54.0,-1307.2831326488,153.209883790616,111.31160236454669,-5643.97849531,0.3298901933003435
BENR_red_149_cutoff_7.5.inp.out,200.91749825984968,-0.3296,0.0851,39.9403,52.0,-1307.6871818411,92.15549869131154,21.216274615089628,-5492.3458464947,0.3228419633996964
BENR_red_14_cutoff_7.5.inp.out,201.68427047626824,-0.3331,0.0769,37.5048,46.0,-1309.7421042881,146.30946605272533,172.47548351014552,-5038.1808381261,0.3282558626997343
BENR_red_150_cutoff_7.5.inp.out,201.32719571950793,-0.3482,0.0537,27.5425,53.0,-1307.5481099646,146.48392264608646,35.02308672642718,-5568.2188832548,0.3404500880997148
BENR_red_151_cutoff_7.5.inp.out,200.5103940913514,-0.3498,0.0574,31.1491,52.0,-1307.5017843064,0.0576085367052146,-5.113786443767187,-5492.1221546344,0.3428007147003882
BENR_red_152_cutoff_7.5.inp.out,200.93666975829112,-0.3498,0.0776,19.2583,51.0,-1308.0713145876,1.1571689497996172,-7.077782939487335,-5416.5975143724,0.34116723440001806
BENR_red_153_cutoff_7.5.inp.out,201.08769086210359,-0.3420,0.0795,17.4718,54.0,-1306.7205370395,-3.790300260407633,14.280917378204075,-5643.4002525255,0.3337830687996757
BENR_red_154_cutoff_7.5.inp.out,201.2315255050344,-0.3344,0.0848,14.8126,56.0,-1306.0890522766,60.033938883222525,-81.12225361613854,-5794.842986216,0.3261676845004331
BENR_red_155_cutoff_7.5.inp.out,201.3883488844699,-0.3511,0.0777,14.3541,52.0,-1307.5844907234,-69.84232683693396,-0.11237908091415472,-5492.2631393255,0.34363573280006676
BENR_red_156_cutoff_7.5.inp.out,201.60641777722833,-0.3016,0.0935,20.8443,57.0,-1305.9861755355,7.227450456907317,-64.90080550045363,-5870.810070702,0.297672447700279
BENR_red_157_cutoff_7.5.inp.out,200.2547136170578,-0.3484,0.0808,24.6893,56.0,-1306.4347994158,128.74156836520433,-165.91052966756945,-5795.248260295,0.3410096570996757
BENR_red_158_cutoff_7.5.inp.out,200.11941717919333,-0.3563,0.0668,22.7280,51.0,-1308.3984706761,37.48297992816429,-155.0970299288663,-5417.0498983295,0.3481941094996728
BENR_red_159_cutoff_7.5.inp.out,200.1907309872689,-0.3323,0.0778,24.5461,48.0,-1309.3870476619,80.48784144910874,-114.68858749755907,-5189.9204243905,0.3265653216994906
BENR_red_15_cutoff_7.5.inp.out,200.9568481913158,-0.3316,0.0838,36.5615,48.0,-1308.8485173171,137.005940997934,33.80105884296617,-5189.3129344727,0.3247057838998444
BENR_red_160_cutoff_7.5.inp.out,199.6487527631102,-0.3458,0.0745,32.0882,51.0,-1308.2616577368,-390.9925249932792,-171.44775647025725,-5416.8817275703,0.33917409839978063
BENR_red_161_cutoff_7.5.inp.out,200.17112886263948,-0.3439,0.0645,30.7827,47.0,-1309.6079479102,-34.99432908470165,-164.41193409903914,-5114.0545996535,0.33781902019927657
BENR_red_162_cutoff_7.5.inp.out,200.3019982953126,-0.3406,0.0769,34.7956,54.0,-1306.9058596152,-86.9205114687807,-3.371710083990598,-5643.5791821051,0.3336257258997648
BENR_red_163_cutoff_7.5.inp.out,200.2182839749192,-0.3467,0.0743,35.6142,52.0,-1307.6415727102,28.24292070354323,34.486398887220226,-5492.2618487033,0.33867460999954346
BENR_red_164_cutoff_7.5.inp.out,200.31203886975712,-0.3467,0.0787,32.8027,51.0,-1308.1606048132,27.692012662786645,-7.553701205859962,-5416.8115185421,0.3393689551003263
BENR_red_165_cutoff_7.5.inp.out,200.82909534821033,-0.3598,0.0608,36.8305,55.0,-1306.9695005366,16.779920892371095,-32.29152259968217,-5719.7199532635,0.35414127100011683
BENR_red_166_cutoff_7.5.inp.out,200.53730251498385,-0.3416,0.0787,30.0126,56.0,-1306.3785380857,-125.18277409571549,-78.61527480303313,-5795.2293907755,0.3343979022001804
BENR_red_167_cutoff_7.5.inp.out,201.91117329176453,-0.3368,0.0735,28.8168,54.0,-1307.2253931098,0.3846509990558371,-36.07626203115778,-5644.0542340477,0.33038101580041257
BENR_red_168_cutoff_7.5.inp.out,202.36786238543803,-0.3325,0.0878,29.9145,53.0,-1307.4375974988,23.70121673268985,-2.5169389218409717,-5568.1705641513,0.32605037030043604
BENR_red_169_cutoff_7.5.inp.out,201.1153952397848,-0.3417,0.0830,26.3598,54.0,-1306.7365613521,-26.37209328133823,-78.08975560644535,-5643.4831499704,0.33379479630002606
BENR_red_16_cutoff_7.5.inp.out,201.84673515578197,-0.3493,0.0627,28.9734,49.0,-1308.7442430106,-98.56232373003272,21.218409673845315,-5265.2956797613,0.34334230049989856
BENR_red_170_cutoff_7.5.inp.out,200.6723042124817,-0.3287,0.0793,30.4791,54.0,-1307.0958298255,83.06339124432905,-40.03544537116604,-5643.8662549583,0.3210222049001459
BENR_red_171_cutoff_7.5.inp.out,200.35869220862324,-0.3278,0.0817,36.0603,53.0,-1307.0624824912,-70.74765272723661,5.539170449433228,-5567.7781165155,0.32042637090034987
BENR_red_172_cutoff_7.5.inp.out,200.43038618468967,-0.3365,0.0805,34.4177,53.0,-1307.6075515820,-16.399089018414703,17.806750864462405,-5568.2451350642,0.3295668574000956
BENR_red_173_cutoff_7.5.inp.out,200.97322129333105,-0.3415,0.0794,36.7827,52.0,-1308.2220696085,-24.865227389053256,20.327585890698582,-5492.8940202537,0.3343019991007168
BENR_red_174_cutoff_7.5.inp.out,200.66001586209046,-0.3211,0.0750,29.5860,53.0,-1307.6659942647,38.12463949245504,32.10137230983201,-5568.3336004332,0.3139395942998817
BENR_red_175_cutoff_7.5.inp.out,201.29139091104085,-0.3504,0.0603,30.8417,55.0,-1307.4122514734,27.380681456928013,-37.68704349767584,-5720.1947973401,0.3423191432993917
BENR_red_176_cutoff_7.5.inp.out,200.05724088958326,-0.3335,0.0738,27.2200,54.0,-1307.4751800687,-28.536418284872568,-24.469144157722653,-5644.2474155455,0.3266982127997835
BENR_red_177_cutoff_7.5.inp.out,200.83965459118548,-0.3309,0.0710,32.7444,55.0,-1306.8957618105,-90.70492041228296,-67.04299020086951,-5719.760929789,0.3247572764003053
BENR_red_178_cutoff_7.5.inp.out,201.88087675942137,-0.3497,0.0668,29.4005,54.0,-1306.8588881351,9.796093154189158,23.614180818224465,-5643.5537263101,0.34073603300021205
BENR_red_179_cutoff_7.5.inp.out,202.64069033946126,-0.3348,0.0824,37.8899,53.0,-1307.5131391239,18.85186029322309,66.34527685705706,-5568.2301311456,0.32759515199995803
BENR_red_17_cutoff_7.5.inp.out,202.53884672328695,-0.3369,0.0684,32.7094,49.0,-1308.6777137759,-33.961559790605484,12.44467947738433,-5265.3087380617,0.33152312679976603
BENR_red_180_cutoff_7.5.inp.out,199.65450606153405,-0.3448,0.0617,46.2605,52.0,-1307.4801112966,63.52740343746541,5.315404536017146,-5492.1220131031,0.3379629790997569
BENR_red_181_cutoff_7.5.inp.out,199.83763022892495,-0.3347,0.0662,45.7158,53.0,-1307.1190179683,73.03776643530021,104.20542307971367,-5567.7825835282,0.33125815549919935
BENR_red_182_cutoff_7.5.inp.out,199.49721187480304,-0.3335,0.0714,31.9257,55.0,-1306.8938822425,-58.25161528525023,26.96810804511116,-5719.6756788294,0.32798883890063735
BENR_red_183_cutoff_7.5.inp.out,199.90488191659406,-0.3487,0.0656,28.5819,51.0,-1308.0516115214,-159.52978627278287,43.56906557124079,-5416.7999620809,0.34324508250028885
BENR_red_184_cutoff_7.5.inp.out,201.3577066862825,-0.3493,0.0677,21.7613,52.0,-1307.9220807882,-84.8347958917198,35.01887145445221,-5492.6955002369,0.34458253670072736
BENR_red_185_cutoff_7.5.inp.out,201.4607593630429,-0.3515,0.0640,34.0297,52.0,-1308.0859210008,30.2359872647365,20.938816656070593,-5492.850385922,0.3442134315000658
BENR_red_186_cutoff_7.5.inp.out,202.30302703808687,-0.3378,0.0624,34.1278,54.0,-1307.8832845411,29.397764238634334,94.26474503890017,-5644.5949406747,0.3320100620003359
BENR_red_187_cutoff_7.5.inp.out,203.24201155933335,-0.3427,0.0699,36.9549,52.0,-1307.9751120153,36.68428675567873,75.57446076188515,-5492.6672674831,0.33557087190001766
BENR_red_188_cutoff_7.5.inp.out,201.85450792701494,-0.3564,0.0726,30.5618,49.0,-1309.0535454575,31.697170987070695,36.50753797070967,-5265.6534267381,0.3488746999000796
BENR_red_189_cutoff_7.5.inp.out,202.0823210749192,-0.3643,0.0580,31.1732,52.0,-1308.1886730539,108.80699102051237,-72.15293148489552,-5492.863336815,0.35746093220041075
BENR_red_18_cutoff_7.5.inp.out,202.44035313658546,-0.3583,0.0682,28.3285,46.0,-1310.1945342788,17.483577020536707,63.03965935105838,-5038.6448237821,0.35013695740053663
